	movie	title	star	review
25	The Menu	A completely bonkers and over-the-top, yet perhaps brilliant satire	8/10	"This is a movie that plays on something everyone has come across in their lives: obsession. The movie starts out as a seemingly eerie thriller/suspense type movie with weird and unique quirks, but slowly devolves into something much more wild and very obviously takes it too far. With a script tighter than the meticulously crafted Chef's menu, even the most curmudgeon movie-goer will have their plates full with this one.I won't spoil anything with a synopsis, but rather try to intrigue anyone on the fence about seeing this movie.The Menu has something fresh and interesting to say about the tired conversation surrounding the marriage between art and artist. There are some very clearly illogical and confusing elements of the plot that you can easily miss if you're taking it at face value.Overall, this movie isn't meant to be a sensible, coherent and satisfying thriller. Instead, it's a comment on a poignant phenomenon in our society: the way we view, consume, pursue, and ultimately obsess over those who produce the art around us. Sure, the movie is about a chef and his meticulous menu, but in reality the larger point is about the production of any type of art, namely filmmaking.It seems to me that the filmmaker is making a very focused point about the state of movies nowadays. There seems to be a constant theme throughout about how often artist and their fans seem so detached from each other, even though their mutual approval of the art should be enough to bring them together.An absolutely bonkers second act and a considerably more bonkers third act wrap up what I believe to be a masterpiece commentary on the state of filmmaking in 2022. The only moneymakers are massive superhero movies, massive studio A++ list celebrity movies, etc, and the makers of this film ask one simple question:How long until we collectively call out their BS and ask for some simple bread?The movie makes you question how far you'd go into ""buying into the hype"", and conversely has a quite shocking commentary on those who consistently stay away from ""the hype"" without buying into it. Think of some of the ridiculous fashion trends that some of the highest brands in clothing perpetuate, and just how many people will blindly follow simply because there is an LV or GG stamp on it.It's no shock to me that a script with this kind of tonal shifting comes to us from the writers/directors of Succession. So much of the way this film is crafted reminds me of the show. Sharp wit, sarcasm that lies somewhere between funny and cringeworthy, twists, turns, and of course, the oh-so subtle thumbing of the nose at all the socially accepted, yet fundamentally insane reverence for brilliance that we hold dear.As a movie-lover, this was one of the more thought provoking pieces of the year. This movie makes you wonder what the line is between brilliant artist and insane psycho. The movie makes you look around and find yourself in the all the characters; the artist, the art, and those who are (literally) consuming it.All in all, this movie is an insightful parody of the state of not only the word of fine dining, but also fashion, art, filmmaking, music, etc. I might have a completely wrong reading of this movie, but hey, that's what art's about, right?"
26	The Menu	The Menu began with a tone and tension that made me want more but ultimately ended with confusion and disappointment.	5/10	"The hype for The Menu intrigued me. The reviews celebrated its genius. So I had to see it. And when I sat in the theater and the credits began to roll, all o could say was, ""Huh?"" The Menu starts with Ready or Not vibes with a fish-out-of-water real-world character who ends up at a fancy dinner with a collection of high society foodies and critics. The trailer gave me expectations of cannibalism cult or Most Dangerous Game-type plots, but instead, nothing really happened. I think I understood what The Menu was trying to convey with its deeper meaning, but I still came up disappointed. Anya Taylor-Joy and the rest of the cast gave great performances, but there was little that really brought the movie together. Maybe the subversion of the cannibal or hunting expectation was the movie's brilliance? The Menu definitely tried to be clever, but whether it was or not might be open to interpretation. Ironically, I sat through the whole movie and left wanting more... left hungry."
27	The Menu	One of the most unique theater going experiences I've had in a long time	8/10	"This film was something else, I am genuinely stumped and at a loss for words. Mark Mylod (Director) Seth Reiss (Writer) and Will Tracey (Writer) all deserve a round of applause. They all together created something so unique.What set this film apart from other thriller, horrors are great performances and great writing. Every character here is well done and intelligently written. The entire cast gives great performances with Ralph Fiennes and Anya Taylor-Joy truly being the standouts as they playoff each other very well.Each character purposely reflected a personality type that if you ever worked in service you would encounter and come to know very well. To my fellow service employees you know what I'm talking about.What really stuck with me long after the credits have rolled is the commentary this film has on society. At it's core I believe this film to be about a Chef who's long career facing multitudes of people both customers and critics has affected his passion for his art. It's here where I also believe to be the film makers commentary on what it is to be an artist in this films case a Chef. It felt to me what the film makers are saying is as artists they pour their heart and souls into their art and craft both to serve and entertain us and as consumers it's very easy to lose appreciation for that hard work and effort.But I digress, perhaps I'm over thinking things and this film is not very deep as I seem to believe it is. Nonetheless this film was quite unique, thrilling, and entertaining. It's films like these that remind me of why I go to the theater and why I fell in love with storytelling and cinema.IMDb: 8/10
Letterboxd: 4/5Watched in Theaters."
28	The Menu	A dark comedy satire reflecting the nation today	10/10	"From the start and the trailer, I think many will realize this is not a typical film. It means that you cannot watch it as a story narrative but understand it is a representation, a satire. And what is that satire?The premise of the film is about losing passion and purpose. The chef's suicidal tendency and the plot of the film was about losing his purpose, his joy and desire to fulfill that purpose. This was reflected also in his conversation with Margot, who also felt that way about her work. And once more with the actor, as the chef called him out as an actor who has lost his purpose.In the ending, Margot called him out. She said, the chef's one purpose, only purpose was to create food which a customer might enjoy. He failed. That was the whole premise and whole point of the film.Why did the chef fail? Because of the society's tendency to pressure, to please. When you try to please the impossible, you end up losing your purpose, joy, and desire. This is why chef invited these people, of all he blame as ""the ruin of his art, his life.""The ending is straight to the point. Margot did something the chef had been waiting for. She told the authentic truth. Everyone is afraid, they're afraid of the chef. Why? Because they're afraid of offending. Margot never liked the food from the start. She wanted to send it back, and was stopped by Tyler. In the end, at the face of death, she stood up and told the chef the truth, she did not like his food and she has the courage to send it back.When the chef asked her what she wanted to eat, she remembered the photo she saw in his room. The ONE time chef was ever smiling, back when he started it all as a greasy teen, back when he knew the joy of his purpose as a chef, to serve the food to the customers and not about pleasing status quo. She reminded him of that. Remember what he said towards the end? The pain was almost gone, almost. She took away his pain and reminded him the joy of cooking.---To sum up what is the point of the movie. The restaurant is America, what it has become today. It has become a nation bent on pleasing the unpleasable. The people no longer owns the nation, like the chef, but they are owned instead by wealthy ""angel investors."" And like the chef, including the rest of the staff, the joy and soul, the purpose of this nation has been eroded away.The cheeseburger. It represents the heart of America, what we use to be. Like chef cooking that cheeseburger, we remember the 1950s/60s... the joy and purpose of being an American. Remember, Margot specifically asked for ""American cheese"" and chef commented ""it is the best cheese because it melts without splitting."" The cheese is the constitution, is what binds us together as Americans... so we would not split... It is the cheese that makes a cheeseburger a ""cheese""burger.---The people in the restaurants represent various aspects of the nation.The young men: Young generation of ambitious go-getters, who only focuses on work and money. This is quite clearly expressed in their dialog.The old couple: They represent the old political generation who had taken everything for granted. This is why the server asked, ""how will you handle it, with right or left?"" Also noticed the husband is an ""old white male,"" but in this specific case he has a skinny blonde wife with shoulder length hair and dresses very old fashion. The server chose ""left"" hand and the chef mocked him as a ""donkey."" The final clue is what Margot revealed about him to the chef that ""rattled"" her. These are 4 pretty direct clues who they were specifically satiring.The movie star and assistant: They represent the washed out name dropping Hollywood, who chef said ""has lost their purpose.""The critic and her editor: They represent the media, which with their reviews can give rise or downfall to any restaurant, or as chef said, ""how many lives have you ruined?""The coast guard: Our federal agents like the FBI, CIA, etc... yet they are all part of the kitchen.Tyler: The ""know it all"" young college generation, who thinks they know how everything works with their head knowledge but has no life experience. In politics, they talk about how they think they can run the country better, but when really put to the test, they fail like Tyler in the kitchen. This is why his dish is called ""the BS.""Margot: As the chef said, ""the working class, the service providers,"" the no-nonsense people who just want a cheeseburger. Remember she said, ""imagine if a restaurant doing what it is actually designed to do, serve actual food.""---The bread scene:This is their version of the emperor's new clothes, everyone knew there was no bread, but they played along with the groupthink and pretended it was an actual dish. Margot was the only one who didn't buy into this and called it out there was no food. The young men acknowledged the dish, but wanted special treatment. When no one had bread, they used their names and positions trying to get bread.The ending:Margot re-established the server and customer relationship. She realized all along, from the 1st moment chef talked to her, what the chef was looking for. Remember she she wanted to send the food back before and also reminded Tyler that ""you're paying him to serve you.""The chef misplaced her as one of them, the servers. In context to the scene, she is not a server, but a ""customer."" This is why the last scene was pivotal, he outright said it to her, ""you are an eater."" This is what led to her revelation. Then standing up as a customer, she returned the menu and asked for a cheeseburger. The chef allowed her to leave when she wanted it to go because the customer is always right.This is a reminder that in this constitutional republic, our politicians work for us, the people. Like Margot, we need to re-establish and fix this relationship in order for the nation to survive. Otherwise, like everyone else in this restaurant who knew they were going to die but did very little to prevent their own demise, we are simply part of the menu. Chef actually brought out this point when the coast guard came.But even after Margot got out, they could've all did the same thing and asked for a cheeseburger. As the chef pointed out, they didn't try hard enough to fight back. It was as if they all had already accepted the menu. In the final scene, you can see some of them even thanking chef.Though some of them tried to escape, they didn't fight back. Margot fought back, against the menu, by sending it back and being authentic with herself and then with the chef."
29	The Menu	Nice Try, But the Satire Doesn't Land	6/10	"Nice try, but the satire doesn't land in this film that skewers pretentious foodies and the chefs who cook for them.There's already been one satire this year that savages the rich, ""Triangle of Sadness,"" and that's a much better film than this one. I'm ok with an outlandish premise, but if you're going to give me one, then the rules within the world of the movie have to be consistent. In this film, characters act like they're in a realistic horror movie one minute and a goofy satire the next. The tone doesn't stick to one or the other, so what was probably intended to be cutting instead falls flat.The ending especially is silly. It definitely did not leave me wanting s'more.Grade: C+"
30	The Menu	🍲The Premise was Better Than the Actual Execution 🍛	6/10	"And that's all Folks, that's all you need to Know. The Premise was Better Than the Actual Execution of the Movie.Things I Did Like -1. The First Half Was Really Good, Nice Chilled out Mellow Mood with a Hint of Something Sinister Going on was Weaved Within the First Half.2. The Description and Pictures of the Different Dishes on screen was Great to See.3. The Anya Taylor Joy Character Reveal whilst talking to the Chef was Ok I guess.4. The Cop or Security Guy that Shows Up to Help was a Good Scene.5. I liked the Fact that the Chef Knew Exactly who everyone was and their History. Also, in the first half, he had this Charming yet Mysterious Malicious Vibe about him. That was Excellent.Problems I Have with the Movie -1. I get the Motivation for why the Chef is Doing what he is Doing to these People but it wasn't Executed with any Interest in these Characters.2. After the First Half, the Mood changed because the Characters Sort of Knew where this was heading and I didn't like that tone whatsoever, it was kind of like seriousness with a joky overtone and it didn't work for me.3. Two People do Something to themselves because of the there own Self-Disappointment and Supposed Admiration for the Chef and I thought to myself ""Really?""4. There is a pointless albeit a sort of funny to watch ""Activity"" that happens in the Movie. But it was Pointless.5. At the End, When Anya Taylor Joy gives the Chef a ""Change of Heart"", I thought it was a great idea however once again, it wasn't Executed profoundly, it was Dull.6. The Final, Final end Bit, some of the Characters actually start Believing what this Chef is saying and agreeing with him, ""Like Really?""Overall, The Premise was Far Better than the Execution."
31	The Menu	I tried to chew but couldn't swallow	6/10	"""The Menu"" offers a trailer spectacular enough to entice me to set foot in a physical movie theater for the first time in 3 years. Packed with both veteran and burgeoning actors and directed by Mark Mylod of ""Succession"" fame, this movie has all the goodies to entertain you and make you think at the same time, supposedly. It starts out well enough, introducing quirky mysterious characters starting with Elsa played by Hong Chau. I find her really captivating in this role, a perfect combo of politeness and menace. Why is she dressed like that? Then we meet the Chef who has an agenda that unravels through the perspective of Margot, played by the always-awesome Anya Taylor-Joy. Margot is us, wanting to expose the ridiculousness of it all. Yet herein lies the problem with the movie. Its effort as a biting satire turns into a confusing mess at the end. ""The Menu"" could have given us something to chew on, instead I walk out of the movie theater scratching my head."
32	The Menu	Original, but ultimately unsatisfying fare.	6/10	I waited months for this film thinking it would be so much better than it was. There is nothing quite like the let down of expecting something great, and it turning out to be mediocre at best.While the plot is pretty original (which normally scores high points with me) and while the film is at times quite beautiful to look at, it altogether missed the main point of a good meal: gratification.Scares are not included on the menu; comedic value is barely there; it is unsatisfyingly light on gore; hints of interesting dialogue exist, but they are scantily peppered throughout; the characters as well as their backstories, are as distinctly unpalatable, as are their intentions nondescript; it wore on and became progressively less, instead of more enjoyable; and the main course was both 'cheesy' and less than fulfilling. By the time dessert was to be served, the previous dishes laid still undigested and leaden.I'd like to speak to the manager, please.
33	The Menu	86 it!	4/10	This looked like an interesting film based on the trailer and the first half of it was just that. The tension and suspense was building nicely. There were little dribs and drabs and hints of what might be coming without being too obvious. The acting from everyone in the film was good. Even supporting characters with only a few lines. Were well realized I remember thinking that I couldn't wait to see where it was all going.Sadly it didn't really go anywhere. It all unwound in the second half. The acting was still on but the writing failed. That's the most i can say without giving up any spoilers. And that was extra disappointing because the first half was so good. This Menu did not deliver the meal as advertised.
34	The Menu	Great satire	8/10	The Menu isn't the first to satirise the rich and their incompetence and isn't saying anything new but that definitely doesn't prevent it from being a great satire that pokes fun at everything it can in ways that are often consistently funny, playful and extremely stylish.Ralph Fiennes gives a terrific performance full of awkward unease that only enhances his commanding screen presence. Anya Taylor-Joy is a perfect audience surrogate amongst a sea of deliberately unlikeable characters of which the best is Nicholas Hoult whose almost too good at making his character hilariously pathetic.Mark Mylod's direction is excellent, the film has more than enough visual style to match the pretentiousness of its characters and is really good at building tension. The music by Colin Stetson is fantastic, striking a unusual balance between beautiful and unnerving.
35	The Menu	A very tasty treat indeed!	8/10	The Menu is a real treat. It will have you laughing while on the edge of your seat as it navigates you through a restaurant experience to remember.We are treated to a fantastic ensemble cast. Nicholas Hoult steals the show with a pitch perfect performance of a pretentious foodie. Fiennes is so wonderfully unhinged as the mysterious creator of the eponymous menu in a very layered role. Anya Taylor Joy as always is so watchable, providing such an easy way in for the audience. The writing gives them all such brilliant material which the whole cast executes with ease.The style and staging of the piece can't be faulted at all. It is precise, inventive, and so clean and polished which makes for a very visually appealing film.It must be said there are a few rough edges when it comes to the plot, and when you get down to the nuts and bolts the premise isn't necessarily groundbreaking. It is very on the nose at times and subtlety isn't exactly it's strong suit. However it manages to strike a well tuned balance between satire, comedy, and thriller which isn't an easy feat and is impressively managed here.With its sharp social observations and satire, clean style, and stellar performances, the Menu is a feast that you won't want to end.
36	The Menu	The Menu Lacks Flavor	3/10	I saw all the glowing reviews for this movie, so I was expecting a winner. But this menu lacked flavor.Problems with this movie: Nobody you cared about; why did Chef decide to do this final menu; why did everyone believe in his cause; how were these people who came that 'bad' or deserving of their fate; why would he tell at least one of them what he was planning; and what was the point of setting up a fake coast guard, how did he know that would even be needed; what was the point of having his mother there; how does the protagonist not only figure out how to start up the boat but also pilot it in the dark.The movie had good pacing, but the direction this film was going, even who would survive in the end, was way too obvious early on. A shame that so many great actors were somewhat wasted in this film.
37	The Menu	One dumb film.	2/10	If you are an avid film watcher and want your intelligence insulted by a story depicting a bunch decent actors playing very inept roles as guest to dine at a remote island restaurant hosted by a sadistic chef to then be massacre without fighting back at all, then have at it. I mean this was absolutely appalling to watch. You really want me to believe that I'm trapped on a island defenseless against a bunch of cooks? That there is no way to defend myself is anyway with a bunch of utensils all around? Seriously? That I'm so supposed to just accept my fate at the hand of dimwits based off a nonsensical menu to only become part of the menu? Really? And that's the story premise I kid you not. No matter many hype reviews have been posted, This was just one dumb film.
38	The Menu	Serve me something else, please.	3/10	"'The Menu' received widespread acclaim, and honestly I can't fathom why. The film is just as pretentious as gourmet cooking.So, twelve guests attend an executive, very, very expensive dinner on an island. All of them were personally invited by Chef Slowik. On arrival, the maître d'hôtel Elsa noticed Tyler (Nicholas Hoult) did not bring his original date. With him is Margot (Anya Taylor-Joy) who - as it turns out - was hired to accompany him. This little detail will play a big part later.The rest of the film is set almost entirely in the restaurant, as we watch the specially selected menu being served - gourmet cooking at its best. Exquisite dishes are being served, impeccably garnished to perfection. (Personally, I've never been one for gourmet food. I want FOOD, not samples thereof...)We soon realize there is something sinister about the chef. This is one of those films where saying too much will result in spoilers. All I'm going to say, is that even after a person gets killed in view of everyone, they continue serving and the guest continue to saviour their food. And even towards the end they STILL have an appetite and comment on how delicious the food is - after everything that's happened...!!!! I shook my head in disbelief thinking ""what the bloody hell is wrong with these people..."".As the film developed, it became weirder and weirder. Just weird. There were a few character twists, but as a whole the movie just wasn't entertaining. Oh, and the Tyler character was a real idiot and the most unlikeable character. Very little to nothing is told why the victims deserved their fate. This film made absolutely no sense whatsoever.Despite all the fancy trimmings, by the end all I wanted was a plain ole cheese burger (figuratively speaking, off course). I wanted something with substance, and not merely hints of something promising (hmm, just like gourmet food...)Had 'The Menu' not been given a substantial budget with a stellar cast, this could easily have ended up being a bad B-movie. By the time the film ended, it felt like a complete waste of time for this highly overrated film. 'The Menu' did not satisfy my palette. I can't recommend this.Would I watch it again? No! I want a cheese burger...with fries."
39	The Menu	Absence Of A Single Likable Character (Or Over-Arching Message) May Limit The Palette Here	3/10	"Mark Mylod's ""The Menu"" is clearly a satire of a great many things--class, snobbishness, obsession, and the eating experience-in-general immediately spring to mind. While it certainly gets some awkward laughs and throws enough bizarre sight/character gags to live up to that satire moniker, it does so without one coherent, over-arcing message or a single character to really root for.For a very basic overview, ""The Menu"" follows Tyler (Nicholas Hoult) and Margot (Anya Taylor-Joy) as they embark on a lavish/expensive dining experience coordinated by master chef Slowik (Ralph Fiennes). As the courses progress and some weirdness--which quickly becomes deadly-serious--pop ups, it becomes apparent that this ""fine dining"" is anything but.To me, the glaring problem with ""The Menu"" was that it lacked any character I could really root for amidst the bizarre nature of the circumstances they are placed in. It certainly isn't the Chef himself or any of the other pretentious passengers, and clearly the protagonist is supposed to be Taylor-Joy's Margot. But even that character is difficult to root for in the beginning and suffers from some thematic irregularity as more about her is revealed. As such, it was difficult for me to become invested in this film when I couldn't find a ""way in"".I also believe that ""The Menu"" is very much a ""throw a bunch of themes at the wall to see what sticks"" sort of movie. There are a number of undercurrents running through the picture, but they are largely dangled in front of the audience before quickly moving on to the next one. There is no overall take-home message or thoroughfare to be found here.I can give ""The Menu"" 3-stars for at least being a competent production from a visual/tonal standpoint--but no more. Even if one accepts the spattering of ideas that constitute its plot, it may be difficult to find something (or someone) to make you truly care one way or another."
40	The Menu	A sumptuous feast for the eyes	9/10	"Mark Mylod's ""The Menu"" is a tasteful treat that manages to be gripping, satirical, jarring, and hauntingly brilliant. The film is a great social commentary on class values and class systems. It gives audiences an adrenaline rush that makes for an exciting and wild viewing experience. The film is filled with twists and turns and keeps the viewer guessing till the credits roll. Apart from its rich screenplay and magnificent production design, the film also benefits from having a star-studded cast. Ralph Fiennes as the stern and conservative Chef Slovik is the obvious standout, but Anya Taylor-Joy as Margot aka Erin brings something different to the table (literally). Nicholas Hoult as Tyler perfectly brings this rather douchey and self-obsessed character to life. I went in completely blind, not having watched the trailer and avoided any marketing for the movie, and I'm glad that I did. Everyone should experience this movie by themselves and to not let anyone influence their opinion. I wouldn't be surprised if the movie nabs Oscar nominations for best production design and best screenplay. Mark Mylod fully utilized his creative outlet and managed to craft something peculiar, unfamiliar, and delightful.Final verdict: 9.5/10."
41	The Menu	Pointless and empty	1/10	"Dark humor and satire are mostly very satisfying. But in The Menu it didn't go as well as it started. The beginning is actually very good. I was completely enchanted. The cinematography and acting is stunning. But somewhere in the middle something went very wrong. So wrong that you don't understand what's going on. And that's exactly where The Menu fails. Too many awkward and crazy things happen and no one seemed to care, and that's also when I realized that The Menu is actually a very pointless and empty dark satire with no real punchline. Only snobbish film critics will love this ""masterpiece"". Real people who prefer a cheeseburger to snobbish food will hate it. Giving it one star to offset the high rating the film doesn't deserve."
42	The Menu	I'd Like To Take It Back	4/10	So, having only seen a brief preview of this & reading briefly what this was about I wasn't entirely sure what to expect. It was a horror/comedy type film so that is the reason why I went in to see this.The film sees a young couple who travel to a Remote Island to eat at an exclusive restaurant where the Chef has prepared a lavish & interesting menu. Though as soon as they arrive there, things are not all they seem & the food the Chef brings out makes the couple & everyone else question what is really going on as a sinister feeling starts to boil...!I found the film to be not the greatest. I mean, the first half is great & suspenseful & really keeps you guessing as to what is going to happen next. It really entices you in as there doesn't appear to be anything to make you think something obviously bad is going to happen. So, for the first half it's great, but...The second half is a let down. The film goes completely off the rails, the story itself & its narrative are as clear as mud & there's so many unanswered questions, plot holes & things that happen that go against the main antagonists rules. The ending was just bad also & just plain lazy & too straight forward for a film like this one.The action we did get, the gore & shocking violence were great, but couldn't save this dish, sadly. There's some humour to be had in this film which was good, but again, couldn't salvage this feast even if it wanted to.The film does somewhat drag & the runtime is 100 minutes too long (1 hour & 40 minutes). I also felt the narrative & story arc of the film wasn't clear enough & the ending was totally unsatisfactory. The cast, however, were great. The characters were ok, but the main female lead was pretty unlikable. Chef Slowik was good though.Overall, it's a pretty out there film. Not the greatest & has a clear as mud plot with other elements not aiding in the understanding. The characters are ok, but weak with the except of Chef Slowik, the main antagonist Margo wasn't likable & pretty obnoxious. The films story arc & ending made no sense & had 0 explanation by the final act with a dragged out pacing & runtime. While there was some funny parts & some action/gore, it couldn't save this dish that I would like to take back.4/10.
43	The Menu	Just awful	2/10	"The 2 points are for the acting from some of the side characters and a couple of ""margos"" scenes.But the chef & about a boy man, were just awful. The ""storyline"" was just awful. No real understanding of why all these people suddenly decided to do a mass murder/suicide.Killing innocent (though annoying) people, after obviously being just good chefs. And then everyone just getting their credit cards out and then sitting there with marshmallows on their bodies, waiting to die.Get the h up and move. Just ridiculous. The attempts to escape were pathetic. Yeah they were out numbered but get up and fight, dont just accept it, you are going to die anyway, so try something, take someone out etc.And then the cheeseburger. Please."
44	The Menu	Artsy and empty	3/10	Zero point to the entire length of this artsy mess. A bunch of stars stuffed into a room on an island. No twist. No plot line. A bunch of lame recipes served as acts in a play.Summary: idiots stuck in room don't fight back eventually burn up as s'mores. Yep, s'mores. After we get to watch the lady actor with huge eyes pretend to devour a cheeseburger.I feel like this film was pitched to a room of people dosed with some heavy meds and then asked if they dig it or not. The room replied: I dig it.This is a stunt you'd typically see on Netflix. This somehow was approved without that checkbox.I have really nothing great to say about this. I guess I could comment it was shot well in some studio full of actors that need attention. If you're into that then waste your life like I did.
45	The Menu	Original, intense, thought provoking, excellent.	9/10	A group of people are invited to spend an evening with the renowned chef Chef Slowik at his Island restaurant, an uneasy, uncomfortable evening begins.Wow, one or the most original, creative and thought provoking films for quite a while, the most original movie of 2022. I wasn't sure quite what to expect, and even as the film progressed, I had no idea what it was going to develop into, and where it was heading, such was the originality.Terrific visuals, it was beautifully shot, very well filmed, I loved the symmetry and imagery, it looked great.Ralph Fiennes never disappoints, and he gave a masterclass here as Slowik, some wonderfully intense scenes, he commanded attention. Considering the number of Brits playing Americans, I had no issues with the accents, they all did a fine job, I really enjoyed watching Nicholas Hoult also.Proof that there is still originality in cinema, 9/10.
46	The Menu	After watching this I crave a cheeseburger!	9/10	The Menu is probably the most unpredictable movie I've seen in a while. This thriller is filled tension and super dark comedy moments and it's wonderfully carried by the amazing, Anya-Taylor Joy, the charismatic, Nicholas Hoult, the menacing, Ralph Fiennes, and the rest of the cast as well (one of the best ensembles in a film of the year). Overall, this is a brilliant satire on the food industry and class warfare. This film is (pun intended) chef's kiss!Also little tangent, Nicholas Hoult was up against Robert Pattinson for The Batman and after watching The Menu I really wish Nicholas gotten the part because he gave a lot of Bruce Wayne energy here.
47	The Menu	I just don't get it - I guess?	3/10	Maybe I'm just not snobby enough, or maybe I expect to be entertained when I pay the kind of money that movies cost today!! On both accounts, I feel totally ripped off!!!I suppose the message was making fun of rich/eccentric idiots? I don't know, someone is going to have to explain WTF I just saw. It was horrible! When I saw the trailer, I couldn't figure out how they'd make a 2 hour movie from simply eating dinner - my initial instincts were correct - YOU CAN'T!! With the exception of a few laughable scenes, overall it was painfully slow, boring and void of any interesting plot or characters. I would have walked out, if I hadn't agreed to go with a friend.RECOMMENDATION: Skip it! I'd rather watch paint dry....
48	The Menu	6' Deep Plot Holes	1/10	Felt like the script was banged out over a weekend with plot holes big enough to drive a freight train through. Zero character development; the players were flatter than a tortilla with a printed picture. The further along we went, the more kludged the story line; I ran out of disbelief to suspend. People simply don't do the things the characters pretended to do. The drowning angel segment was like a wart on the production. This was a circus of emotional manipulation. I guess the moral of the story was - the ho' is proletariat, the ho' gets to live.The fake Coast Guard guy was predictable from a mile away, just another of a series of disjointed and manipulative plot subdivisions. Knowing they were all slated to die, not one of them concluded that going berserk on the staff might have been a saving strategy, reinforcing the people-are-sheep canard. The chef's mother may as well have been a cardboard cutout. Far more could have been done with the cult aspect of the boot camp servility of the staff. As it was, this critique of chef worship was toothless. The revenge theme barely saw daylight through a mishmash of gratuitous segments. What was the deal on pretending to let the men escape? Just stupid.
49	Babylon	Excess is the name of the game	8/10	Whether it be orgies, showcasing various bodily fluids, plot threads, or the runtime of the film, Damien Chazelle is fully unrestrained in his latest film. La La Land and Whiplash are some of my favorite films and I'm a big fan of Chazelle's directorial style. He shows flashes of that brilliance often throughout Babylon, but does indulge in his most extreme tendencies as well in this modern Hollywood epic.There is a lot I liked here. The opening sequence is a sight to behold and had me mesmerized with its vibrant energy. The film chugs along at a good pace for the next two hours to the point I really didn't feel the runtime for most of it. It's the last hour or so where Chazelle loses the story a bit. There were several instances where I thought the film was over, but another scene would pop up next. The runtime really feels unnecessary and there's honestly whole plot lines that could be cut out that wouldn't affect the film.Justin Hurwitz has composed another terrific score (with some nice hints of La La Land) and the photography, costumes, and production design are all stellar. Outside of some shoddy editing, especially a bizarre movie montage at the end that really did not gel, the technical aspects of the film are quite an achievement.Chazelle really needed someone to tell him no with this film. Some better editing combined with some self-restraint and this would be much closer to the epic masterpiece status he's clearly aiming for. As it stands, it's a pretty entertaining tale of excess and fame in early years of Hollywood.
